,name,rating,review,company_type,Head_Quarters,Company_Age,No_of_Employee
1642,Thermo Fisher Scie...,4.0,(222 Reviews),Private,"Waltham,Massachusetts + 21 more",65 years old,1k-5k employees (India)
1643,QUICK HEAL TECHNOL...,3.7,(222 Reviews),Public,"Pune,Maharashtra + 30 more",28 years old,1k-5k employees (Global)
1644,Greet Technologies,3.0,(222 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",30 years old,1k-5k employees (Global)
1645,Akumentis Healthca...,3.3,(222 Reviews),Private,"Thane,Maharashtra + 33 more",11 years old,1k-5k employees (Global)
1646,Portea Medical,3.7,(222 Reviews),Private,Bangalore + 14 more,8 years old,501-1k employees (India)
1647,You Broadband,3.9,(222 Reviews),Public,"Mumbai,Maharashtra + 23 more",20 years old,1k-5k employees (Global)
1648,Guardian India,4.1,(222 Reviews),Private,"York Way,London + 6 more",22 years old,1k-5k employees (India)
1649,Hindusthan Nationa...,3.9,(222 Reviews),Public,"Kolkata,West Bengal + 14 more",75 years old,5k-10k employees (Global)
1650,Lakme,4.5,(222 Reviews),"Mumbai,Maharashtra + 42 more",41 years old,50k-1 Lakh employees (Global),
1651,Bunge India,3.7,(222 Reviews),Private,"Chesterfield,Missouri + 30 more",21 years old,1k-5k employees (Global)
1652,British Council,3.6,(221 Reviews),London + 16 more,87 years old,1k-5k employees (India),
1653,LG Soft India,3.7,(221 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",25 years old,501-1k employees (Global)
1654,VLCC Personal Care,3.5,(221 Reviews),Private,Gurugram + 46 more,32 years old,1k-5k employees (Global)
1655,EdgeVerve Systems,3.4,(221 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",7 years old,5k-10k employees (Global)
1656,Sasken,3.8,(220 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",32 years old,1k-5k employees (Global)
1657,Temenos,3.2,(220 Reviews),Private,"Geneva,Geneva + 5 more",28 years old,1k-5k employees (India)
1658,ValueMomentum,3.8,(220 Reviews),Private,"Piscataway,New Jersey + 4 more",21 years old,1k-5k employees (India)
1659,SIS Prosegur Holdi...,3.8,(220 Reviews),Private,"Patna,Bihar + 46 more",26 years old,1k-5k employees (Global)
1660,Pacific BPO,3.8,(220 Reviews),Private,"Noida,Uttar Pradesh + 9 more",11 years old,1k-5k employees (Global)
1661,Hajee A P Bava Con...,3.8,(220 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 34 more",71 years old,5k-10k employees (Global)
1662,ReNew Power Ventur...,4.3,(220 Reviews),Private,Gurgaon + 27 more,10 years old,1k-5k employees (India)
1663,Mazagon Dock,4.4,(219 Reviews),Private,"Mumbai,Maharashtra + 3 more",87 years old,5k-10k employees (Global)
1664,Broadcom,3.3,(219 Reviews),Private,"San Jose,California + 3 more",45 years old,10k-50k employees (Global)
1665,Emaar MGF,3.9,(219 Reviews),Public,"Delhi/NCR,New Delhi + 13 more",16 years old,501-1k employees (Global)
1666,Avery Dennison,4.0,(219 Reviews),Private,"Glendale,California + 24 more",26 years old,1k-5k employees (India)
1667,Sandoz,4.4,(219 Reviews),Private,Holzkirchen + 15 more,135 years old,1k-5k employees (India)
1668,Orient Electric,3.8,(219 Reviews),Public,"Delhi/NCR,Delhi + 29 more",67 years old,501-1k employees (India)
1669,Epsilon,3.8,(219 Reviews),Private,Texas + 6 more,52 years old,1k-5k employees (India)
1670,Tribhovandas Bhimj...,4.0,(219 Reviews),Public,"Mumbai,Maharashtra + 30 more",157 years old,1k-5k employees (Global)
1671,Nissan,4.1,(218 Reviews),Private,"Yokohama-shi,Kanagawa + 52 more",88 years old,10k-50k employees (India)
1672,F1 Info Solutions ...,4.0,(218 Reviews),Private,"Mumbai,Maharashtra + 32 more",20 years old,1k-5k employees (Global)
1673,Silverlink Technol...,4.4,(218 Reviews),Private,"Mumbai,Maharashtra + 11 more",18 years old,201-500 employees (India)
1674,City Union Bank,3.5,(218 Reviews),Public,"Thanjavur,Tamil Nadu + 59 more",117 years old,5k-10k employees (Global)
1675,TEXMO INDUSTRIES,3.9,(218 Reviews),Private,Coimbatore + 22 more,65 years old,1k-5k employees (Global)
1676,IMSI,3.3,(218 Reviews),"Dehradun,Uttarakhand + 34 more",35 years old,1k-5k employees (Global),
1677,AT&T,4.4,(218 Reviews),Private,"Dallas,Texas + 11 more",38 years old,1 Lakh+ employees (Global)
1678,Competent Synergie...,3.6,(217 Reviews),Private,"Chandigarh,Haryana + 19 more",26 years old,5k-10k employees (Global)
1679,Emami Agrotech,3.6,(217 Reviews),"Kolkata,West Bengal + 25 more",19 years old,1k-5k employees (India),
1680,Khadims,3.9,(217 Reviews),Public,"Kolkata,West Bengal + 37 more",56 years old,1k-5k employees (Global)
